,gene_id,gene_name,gene_ontology
13838,b3199,lptC,plasma membrane
13839,b3199,lptC,plasma membrane
13840,b3199,lptC,plasma membrane
13841,b3199,lptC,plasma membrane
13842,b3199,lptC,plasma membrane
13843,b3199,lptC,membrane
13844,b3199,lptC,membrane
13845,b3199,lptC,outer membrane-bounded periplasmic space
13846,b3199,lptC,transporter complex
13847,b3199,lptC,outer membrane-bounded periplasmic space
13848,b3199,lptC,glycolipid transfer activity
13849,b3199,lptC,lipopolysaccharide transport
13852,b3192,mlaC,phospholipid transport
13853,b3192,mlaC,intermembrane phospholipid transfer
13854,b3192,mlaC,protein binding
13855,b3192,mlaC,outer membrane-bounded periplasmic space
13856,b3192,mlaC,periplasmic space
13857,b3192,mlaC,periplasmic space
13858,b1993,cobU,DNA damage response
13859,b1993,cobU,nucleotide binding
13860,b1993,cobU,nucleotide binding
13861,b1993,cobU,ATP binding
13862,b1993,cobU,GTP binding
13863,b1993,cobU,cobinamide kinase activity
13864,b1993,cobU,cobinamide phosphate guanylyltransferase activity
13865,b1993,cobU,cobinamide phosphate guanylyltransferase activity
13866,b1993,cobU,cobinamide phosphate guanylyltransferase activity
13867,b1993,cobU,kinase activity
13868,b1993,cobU,transferase activity
13869,b1993,cobU,adenosylcobinamide kinase (GTP-specific) activity
13870,b1993,cobU,adenosylcobinamide kinase (ATP-specific) activity
13871,b1993,cobU,adenosylcobinamide kinase activity
13872,b1993,cobU,adenosylcobinamide kinase activity
13873,b1993,cobU,porphyrin-containing compound biosynthetic process
13874,b1993,cobU,cobalamin biosynthetic process
13875,b1993,cobU,cobalamin biosynthetic process
13876,b1993,cobU,cobalamin biosynthetic process
13877,b1993,cobU,phosphorylation
13878,b3160,yhbW,oxidoreductase activity
13879,b3160,yhbW,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
13880,b3160,yhbW,cytosol
13881,b3160,yhbW,cytosol
13882,b0612,citT,antiporter activity
13883,b0612,citT,transmembrane transporter activity
13884,b0612,citT,transmembrane transport
13885,b0612,citT,plasma membrane
13886,b0612,citT,plasma membrane
13887,b0612,citT,plasma membrane
13888,b0612,citT,membrane
13889,b0612,citT,membrane
13890,b0612,citT,transporter activity
13891,b0612,citT,plasma membrane
13892,b2783,mazE,DNA binding
13893,b2783,mazE,DNA binding
13894,b2783,mazE,DNA binding
13895,b2783,mazE,double-stranded DNA binding
13896,b2783,mazE,protein binding
13897,b2783,mazE,protein homodimerization activity
13898,b2783,mazE,protein homodimerization activity
13899,b2783,mazE,protein homodimerization activity
13900,b2783,mazE,protein-containing complex binding
13901,b2783,mazE,toxin sequestering activity
13902,b2783,mazE,toxin sequestering activity
13903,b2783,mazE,toxin sequestering activity
13904,b2783,mazE,regulation of DNA-templated transcription
13905,b2783,mazE,regulation of growth
13906,b2783,mazE,single-species biofilm formation
13907,b2783,mazE,toxin-antitoxin complex
13908,b2783,mazE,protein-containing complex
13909,b3200,lptA,lipopolysaccharide transport
13910,b3200,lptA,lipopolysaccharide binding
13911,b3200,lptA,protein binding
13912,b3200,lptA,protein binding
13913,b3200,lptA,protein binding
13914,b3200,lptA,protein binding
13915,b3200,lptA,glycolipid transfer activity
13916,b3200,lptA,identical protein binding
13917,b3200,lptA,identical protein binding
13918,b3200,lptA,lipopolysaccharide transport
13919,b3200,lptA,lipopolysaccharide transport
13920,b3200,lptA,Gram-negative-bacterium-type cell outer membrane assembly
13921,b3200,lptA,glycolipid transport
13922,b3200,lptA,cell outer membrane
13923,b3200,lptA,outer membrane-bounded periplasmic space
13924,b3200,lptA,outer membrane-bounded periplasmic space
13925,b3200,lptA,outer membrane-bounded periplasmic space
13926,b3200,lptA,outer membrane-bounded periplasmic space
13927,b3200,lptA,periplasmic space
13928,b3200,lptA,periplasmic space
13929,b3200,lptA,periplasmic space
13930,b3200,lptA,periplasmic space
13931,b3200,lptA,periplasmic space
13932,b3200,lptA,transporter complex
13933,b3200,lptA,lipopolysaccharide transport
13934,b3200,lptA,cell outer membrane
13935,b3200,lptA,outer membrane-bounded periplasmic space
13936,b3200,lptA,glycolipid transfer activity
13937,b2782,mazF,DNA binding
13938,b2782,mazF,DNA binding
13939,b2782,mazF,RNA binding
13940,b2782,mazF,nuclease activity
13941,b2782,mazF,endonuclease activity
13942,b2782,mazF,RNA endonuclease activity
13943,b2782,mazF,protein binding
13944,b2782,mazF,hydrolase activity
13945,b2782,mazF,protein homodimerization activity
13946,b2782,mazF,protein-containing complex binding
13947,b2782,mazF,molecular function activator activity
13948,b2782,mazF,regulation of DNA-templated transcription
13949,b2782,mazF,mRNA catabolic process
13950,b2782,mazF,regulation of translation
13951,b2782,mazF,quorum sensing
13952,b2782,mazF,rRNA catabolic process
13953,b2782,mazF,negative regulation of cell growth
13954,b2782,mazF,regulation of growth
13955,b2782,mazF,positive regulation of programmed cell death
13956,b2782,mazF,single-species biofilm formation
13957,b2782,mazF,defense response to virus
13958,b2782,mazF,"RNA phosphodiester bond hydrolysis, endonucleolytic"
13959,b2782,mazF,toxin-antitoxin complex
13960,b2782,mazF,protein-containing complex
13961,b2782,mazF,mRNA catabolic process
13962,b2782,mazF,RNA endonuclease activity
13963,b2782,mazF,rRNA catabolic process
13964,b3983,rplK,translation
13965,b3983,rplK,translational termination
13966,b3983,rplK,stringent response
13967,b3983,rplK,RNA binding
13968,b3983,rplK,structural constituent of ribosome
13969,b3983,rplK,structural constituent of ribosome
13970,b3983,rplK,protein binding
13971,b3983,rplK,protein binding
13972,b3983,rplK,protein binding
13973,b3983,rplK,protein binding
13974,b3983,rplK,protein binding
13975,b3983,rplK,rRNA binding
13976,b3983,rplK,rRNA binding
13977,b3983,rplK,large ribosomal subunit rRNA binding
13978,b3983,rplK,ribosomal large subunit assembly
13979,b3983,rplK,cytoplasmic translation
13980,b3983,rplK,translation
13981,b3983,rplK,translation
13982,b3983,rplK,cytoplasm
13983,b3983,rplK,cytosol
13984,b3983,rplK,ribosome
13985,b3983,rplK,ribosome
13986,b3983,rplK,cytosolic large ribosomal subunit
13987,b3983,rplK,cytosolic large ribosomal subunit
13988,b3983,rplK,cytosolic large ribosomal subunit
13989,b3983,rplK,cytosolic large ribosomal subunit
13990,b3983,rplK,ribonucleoprotein complex
13991,b3983,rplK,translation
13992,b3983,rplK,structural constituent of ribosome
13993,b3983,rplK,cytosolic large ribosomal subunit
13994,b3983,rplK,large ribosomal subunit rRNA binding
13995,b0093,ftsQ,division septum assembly
13996,b0093,ftsQ,FtsZ-dependent cytokinesis
13997,b0093,ftsQ,cell division
13998,b0093,ftsQ,protein binding
13999,b0093,ftsQ,protein binding
14000,b0093,ftsQ,protein binding
14001,b0093,ftsQ,protein binding
14002,b0093,ftsQ,protein binding
14003,b0093,ftsQ,protein binding
14004,b0093,ftsQ,protein binding
14005,b0093,ftsQ,protein binding
14006,b0093,ftsQ,protein binding
14007,b0093,ftsQ,protein binding
14008,b0093,ftsQ,protein binding
14009,b0093,ftsQ,protein binding
14010,b0093,ftsQ,protein binding
14011,b0093,ftsQ,protein binding
14012,b0093,ftsQ,protein binding
14013,b0093,ftsQ,protein binding
14014,b0093,ftsQ,protein binding
14015,b0093,ftsQ,protein binding
14016,b0093,ftsQ,protein binding
14017,b0093,ftsQ,protein binding
14018,b0093,ftsQ,protein binding
14019,b0093,ftsQ,protein binding
14020,b0093,ftsQ,protein binding
14021,b0093,ftsQ,protein binding
14022,b0093,ftsQ,protein binding
14023,b0093,ftsQ,identical protein binding
14024,b0093,ftsQ,identical protein binding
14025,b0093,ftsQ,identical protein binding
14026,b0093,ftsQ,identical protein binding
14027,b0093,ftsQ,division septum assembly
14028,b0093,ftsQ,cell cycle
14029,b0093,ftsQ,FtsZ-dependent cytokinesis
14030,b0093,ftsQ,FtsZ-dependent cytokinesis
14031,b0093,ftsQ,FtsZ-dependent cytokinesis
14032,b0093,ftsQ,cell division
14033,b0093,ftsQ,cell division
14034,b0093,ftsQ,cell septum assembly
14035,b0093,ftsQ,plasma membrane
14036,b0093,ftsQ,plasma membrane
14037,b0093,ftsQ,plasma membrane
14038,b0093,ftsQ,plasma membrane
14039,b0093,ftsQ,plasma membrane
14040,b0093,ftsQ,plasma membrane
14041,b0093,ftsQ,plasma membrane
14042,b0093,ftsQ,membrane
14043,b0093,ftsQ,cell division site
14044,b0093,ftsQ,cell division site
14045,b0093,ftsQ,cell division site
14046,b0093,ftsQ,cell division site
14047,b0093,ftsQ,divisome complex
14048,b0093,ftsQ,divisome complex
14049,b0093,ftsQ,FtsQBL complex
14050,b3985,rplJ,GTPase activity
14051,b3985,rplJ,RNA binding
14052,b3985,rplJ,structural constituent of ribosome
14053,b3985,rplJ,protein binding
14054,b3985,rplJ,protein binding
14055,b3985,rplJ,rRNA binding
14056,b3985,rplJ,ribosome binding
14057,b3985,rplJ,large ribosomal subunit rRNA binding
14058,b3985,rplJ,cytoplasmic translation
14059,b3985,rplJ,translation
14060,b3985,rplJ,translation
14061,b3985,rplJ,translation
14062,b3985,rplJ,regulation of translation
14063,b3985,rplJ,negative regulation of translation
14064,b3985,rplJ,cytoplasm
14065,b3985,rplJ,cytosol
14066,b3985,rplJ,cytosol
14067,b3985,rplJ,cytosol
14068,b3985,rplJ,ribosome
14069,b3985,rplJ,cytosolic large ribosomal subunit
14070,b3985,rplJ,large ribosomal subunit
14071,b3985,rplJ,large ribosomal subunit
14072,b3985,rplJ,cytosolic large ribosomal subunit
14073,b3985,rplJ,ribonucleoprotein complex
14074,b3985,rplJ,translation
14075,b3985,rplJ,cytosolic large ribosomal subunit
14076,b3985,rplJ,structural constituent of ribosome
14077,b2213,ada,DNA dealkylation involved in DNA repair
14078,b2213,ada,DNA damage response
14079,b2213,ada,peptidyl-cysteine methylation
14080,b2213,ada,peptidyl-cysteine methylation
14081,b2213,ada,negative regulation of DNA-templated transcription
14082,b2213,ada,positive regulation of DNA-templated transcription
14083,b2213,ada,DNA demethylation
14084,b2213,ada,DNA demethylation
14085,b2213,ada,DNA demethylation
14086,b2213,ada,DNA binding
14087,b2213,ada,DNA binding
14088,b2213,ada,DNA-binding transcription factor activity
14089,b2213,ada,DNA-binding transcription factor activity
14090,b2213,ada,catalytic activity
14091,b2213,ada,catalytic activity
14092,b2213,ada,methylated-DNA-[protein]-cysteine S-methyltransferase activity
14093,b2213,ada,methylated-DNA-[protein]-cysteine S-methyltransferase activity
14094,b2213,ada,methylated-DNA-[protein]-cysteine S-methyltransferase activity
14095,b2213,ada,methylated-DNA-[protein]-cysteine S-methyltransferase activity
14096,b2213,ada,methylated-DNA-[protein]-cysteine S-methyltransferase activity
14097,b2213,ada,methylated-DNA-[protein]-cysteine S-methyltransferase activity
14098,b2213,ada,protein binding
14099,b2213,ada,methyltransferase activity
14100,b2213,ada,methyltransferase activity
14101,b2213,ada,zinc ion binding
14102,b2213,ada,zinc ion binding
14103,b2213,ada,transferase activity
14104,b2213,ada,sequence-specific DNA binding
14105,b2213,ada,metal ion binding
14106,b2213,ada,DNA repair
14107,b2213,ada,DNA repair
14108,b2213,ada,DNA modification
14109,b2213,ada,regulation of DNA-templated transcription
14110,b2213,ada,DNA damage response
14111,b2213,ada,metabolic process
14112,b2213,ada,methylation
14113,b3041,ribB,riboflavin biosynthetic process
14114,b3041,ribB,magnesium ion binding
14115,b3041,ribB,magnesium ion binding
14116,b3041,ribB,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity"
14117,b3041,ribB,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity"
14118,b3041,ribB,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity"
14119,b3041,ribB,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity"
14120,b3041,ribB,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity"
14121,b3041,ribB,lyase activity
14122,b3041,ribB,manganese ion binding
14123,b3041,ribB,identical protein binding
14124,b3041,ribB,identical protein binding
14125,b3041,ribB,identical protein binding
14126,b3041,ribB,protein homodimerization activity
14127,b3041,ribB,metal ion binding
14128,b3041,ribB,riboflavin biosynthetic process
14129,b3041,ribB,riboflavin biosynthetic process
14130,b3041,ribB,riboflavin biosynthetic process
14131,b3041,ribB,riboflavin biosynthetic process
14132,b3041,ribB,cytosol
14133,b3041,ribB,cytosol
14134,b3041,ribB,cytosol
14135,b3041,ribB,plasma membrane
14136,b3041,ribB,plasma membrane
14137,b3041,ribB,membrane
14138,b3041,ribB,cytosol
14139,b3041,ribB,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity"
14140,b3041,ribB,riboflavin biosynthetic process
14141,b1882,cheY,protein acetylation
14142,b1882,cheY,chemotaxis
14143,b1882,cheY,chemotaxis
14144,b1882,cheY,signal transduction
14145,b1882,cheY,aerotaxis
14146,b1882,cheY,internal peptidyl-lysine acetylation
14147,b1882,cheY,thermotaxis
14148,b1882,cheY,regulation of bacterial-type flagellum-dependent cell motility
14149,b1882,cheY,regulation of bacterial-type flagellum-dependent cell motility
14150,b1882,cheY,regulation of bacterial-type flagellum-dependent cell motility
14151,b1882,cheY,phosphorelay response regulator activity
14152,b1882,cheY,phosphorelay response regulator activity
14153,b1882,cheY,phosphorelay response regulator activity
14154,b1882,cheY,magnesium ion binding
14155,b1882,cheY,protein binding
14156,b1882,cheY,protein binding
14157,b1882,cheY,protein binding
14158,b1882,cheY,protein binding
14159,b1882,cheY,protein binding
14160,b1882,cheY,protein binding
14161,b1882,cheY,protein binding
14162,b1882,cheY,protein binding
14163,b1882,cheY,protein binding
14164,b1882,cheY,protein binding
14165,b1882,cheY,protein binding
14166,b1882,cheY,protein binding
14167,b1882,cheY,protein binding
14168,b1882,cheY,acetyltransferase activity
14169,b1882,cheY,metal ion binding
14170,b1882,cheY,phosphorelay signal transduction system
14171,b1882,cheY,phosphorelay signal transduction system
14172,b1882,cheY,phosphorelay signal transduction system
14173,b1882,cheY,chemotaxis
14174,b1882,cheY,chemotaxis
14175,b1882,cheY,internal peptidyl-lysine acetylation
14176,b1882,cheY,regulation of chemotaxis
14177,b1882,cheY,regulation of chemotaxis
14178,b1882,cheY,bacterial-type flagellum-dependent swimming motility
14179,b1882,cheY,bacterial-type flagellum-dependent swimming motility
14180,b1882,cheY,archaeal or bacterial-type flagellum-dependent cell motility
14181,b1882,cheY,regulation of bacterial-type flagellum-dependent cell motility
14182,b1882,cheY,cytoplasm
14183,b1882,cheY,cytoplasm
14184,b1882,cheY,cytoplasm
14185,b1882,cheY,cytosol
14186,b1882,cheY,bacterial-type flagellum
14187,b1882,cheY,"bacterial-type flagellum basal body, C ring"
14188,b1882,cheY,bacterial-type flagellum rotor complex
14189,b3024,ygiW,single-species biofilm formation on inanimate substrate
14190,b3024,ygiW,cellular response to hydrogen peroxide
14191,b3024,ygiW,cellular response to cadmium ion
14192,b3024,ygiW,outer membrane-bounded periplasmic space
14193,b3024,ygiW,periplasmic space
14194,b3024,ygiW,periplasmic space
14195,b3029,ygiN,response to acidic pH
14196,b3029,ygiN,oxidoreductase activity
14197,b3029,ygiN,oxidoreductase activity
14198,b3029,ygiN,protein homodimerization activity
14199,b3029,ygiN,cytosol
14200,b3029,ygiN,oxidoreductase activity
14201,b3029,ygiN,cytosol
14202,b1731,cedA,regulation of cell division
14203,b1731,cedA,DNA binding
14204,b1731,cedA,DNA binding
14205,b1731,cedA,DNA binding
14206,b1731,cedA,double-stranded DNA binding
14207,b1731,cedA,protein binding
14208,b1731,cedA,cell cycle
14209,b1731,cedA,cell division
14210,b1731,cedA,cell division
14211,b1731,cedA,cell division
14212,b1277,ribA,nucleotide binding
14213,b1277,ribA,magnesium ion binding
14214,b1277,ribA,catalytic activity
14215,b1277,ribA,GTP cyclohydrolase II activity
14216,b1277,ribA,GTP cyclohydrolase II activity
14217,b1277,ribA,GTP cyclohydrolase II activity
14218,b1277,ribA,GTP cyclohydrolase II activity
14219,b1277,ribA,GTP cyclohydrolase II activity
14220,b1277,ribA,protein binding
14221,b1277,ribA,GTP binding
14222,b1277,ribA,zinc ion binding
14223,b1277,ribA,zinc ion binding
14224,b1277,ribA,hydrolase activity
14225,b1277,ribA,protein homodimerization activity
14226,b1277,ribA,metal ion binding
14227,b1277,ribA,riboflavin biosynthetic process
14228,b1277,ribA,riboflavin biosynthetic process
14229,b1277,ribA,riboflavin biosynthetic process
14230,b1277,ribA,riboflavin biosynthetic process
14231,b1277,ribA,riboflavin biosynthetic process
14232,b1277,ribA,cytosol
14233,b1277,ribA,riboflavin biosynthetic process
14234,b1277,ribA,GTP cyclohydrolase II activity
14235,b4375,prfC,translational termination
14236,b4375,prfC,nucleotide binding
14237,b4375,prfC,GTPase activity
14238,b4375,prfC,GTPase activity
14239,b4375,prfC,protein binding
14240,b4375,prfC,protein binding
14241,b4375,prfC,GTP binding
14242,b4375,prfC,GTP binding
14243,b4375,prfC,GTP binding
14244,b4375,prfC,GTP binding
14245,b4375,prfC,"translation release factor activity, codon specific"
14246,b4375,prfC,"translation release factor activity, codon nonspecific"
14247,b4375,prfC,GDP binding
14248,b4375,prfC,guanosine tetraphosphate binding
14249,b4375,prfC,guanosine tetraphosphate binding
14250,b4375,prfC,guanosine tetraphosphate binding
14251,b4375,prfC,translation
14252,b4375,prfC,translational termination
14253,b4375,prfC,regulation of translational termination
14254,b4375,prfC,maintenance of translational fidelity
14255,b4375,prfC,cytoplasm
14256,b4375,prfC,cytoplasm
14257,b4375,prfC,cytoplasm
14258,b4375,prfC,cytoplasm
14259,b4375,prfC,cytosol
14260,b4375,prfC,cytosol
14261,b4375,prfC,"translation release factor activity, codon nonspecific"
14262,b4375,prfC,translational termination
14263,b4375,prfC,cytosol
14264,b1211,prfA,translational termination
14265,b1211,prfA,translational termination
14266,b1211,prfA,translation release factor activity
14267,b1211,prfA,protein binding
14268,b1211,prfA,"translation release factor activity, codon specific"
14269,b1211,prfA,"translation release factor activity, codon specific"
14270,b1211,prfA,"translation release factor activity, codon specific"
14271,b1211,prfA,"translation release factor activity, codon specific"
14272,b1211,prfA,ribosome binding
14273,b1211,prfA,translation
14274,b1211,prfA,translational termination
14275,b1211,prfA,translational termination
14276,b1211,prfA,cytoplasm
14277,b1211,prfA,cytoplasm
14278,b1211,prfA,cytoplasm
14279,b1211,prfA,cytosol
14280,b3055,ygiM,cytosol
14281,b3055,ygiM,cytosol
14282,b3055,ygiM,plasma membrane
14283,b3055,ygiM,membrane
14284,b3055,ygiM,membrane
14285,b3337,bfd,protein binding
14286,b3337,bfd,metal ion binding
14287,b3337,bfd,iron-sulfur cluster binding
14288,b3337,bfd,"2 iron, 2 sulfur cluster binding"
14289,b3337,bfd,"2 iron, 2 sulfur cluster binding"
14290,b3337,bfd,"2 iron, 2 sulfur cluster binding"
14291,b3337,bfd,"2 iron, 2 sulfur cluster binding"
14292,b3038,ygiC,nucleotide binding
14293,b3038,ygiC,ATP binding
14294,b3038,ygiC,ligase activity
14295,b3038,ygiC,metal ion binding
14296,b3038,ygiC,ligase activity
14297,b3037,ygiB,single-species biofilm formation
14298,b3037,ygiB,cell outer membrane
14299,b0472,recR,DNA synthesis involved in DNA repair
14300,b0472,recR,response to UV
14301,b0472,recR,DNA binding
14302,b0472,recR,DNA binding
14303,b0472,recR,protein binding
14304,b0472,recR,metal ion binding
14305,b0472,recR,metal ion binding
14306,b0472,recR,recombinational repair
14307,b0472,recR,DNA repair
14308,b0472,recR,DNA repair
14309,b0472,recR,DNA repair
14310,b0472,recR,DNA recombination
14311,b0472,recR,DNA recombination
14312,b0472,recR,DNA recombination
14313,b0472,recR,DNA recombination
14314,b0472,recR,DNA damage response
14315,b2565,recO,protein binding
14316,b2565,recO,protein binding
14317,b2565,recO,recombinational repair
14318,b2565,recO,DNA repair
14319,b2565,recO,DNA repair
14320,b2565,recO,DNA repair
14321,b2565,recO,DNA recombination
14322,b2565,recO,DNA recombination
14323,b2565,recO,DNA recombination
14324,b2565,recO,DNA recombination
14325,b2565,recO,DNA damage response
14326,b2565,recO,bacterial nucleoid
14327,b2565,recO,double-strand break repair
14328,b3700,recF,DNA synthesis involved in DNA repair
14329,b3700,recF,response to UV
14330,b3700,recF,nucleotide binding
14331,b3700,recF,DNA binding
14332,b3700,recF,single-stranded DNA binding
14333,b3700,recF,single-stranded DNA binding
14334,b3700,recF,protein binding
14335,b3700,recF,protein binding
14336,b3700,recF,protein binding
14337,b3700,recF,ATP binding
14338,b3700,recF,ATP binding
14339,b3700,recF,ATP binding
14340,b3700,recF,recombinational repair
14341,b3700,recF,DNA replication
14342,b3700,recF,DNA replication
14343,b3700,recF,DNA repair
14344,b3700,recF,DNA repair
14345,b3700,recF,DNA repair
14346,b3700,recF,DNA damage response
14347,b3700,recF,DNA damage response
14348,b3700,recF,SOS response
14349,b3700,recF,SOS response
14350,b3700,recF,cytoplasm
14351,b3700,recF,cytoplasm
14352,b3700,recF,cytoplasm
14353,b3700,recF,double-strand break repair
14354,b3700,recF,DNA synthesis involved in DNA repair
14355,b2958,yggN,single-species biofilm formation
14356,b4222,ytfP,gamma-glutamylaminecyclotransferase activity
14357,b4222,ytfP,cytosol
14358,b4222,ytfP,cytosol
14359,b2922,yggE,DNA damage response
14360,b2922,yggE,cellular response to heat
14361,b2922,yggE,cellular response to reactive oxygen species
14362,b2922,yggE,cellular response to reactive oxygen species
14363,b2922,yggE,DNA damage response
14364,b4218,paeA,flavin adenine dinucleotide binding
14365,b4218,paeA,plasma membrane
14366,b4218,paeA,plasma membrane
14367,b4218,paeA,plasma membrane
14368,b4218,paeA,plasma membrane
14369,b4218,paeA,plasma membrane
14370,b4218,paeA,membrane
14371,b4218,paeA,plasma membrane
14372,b2647,ypjA,cell outer membrane
14373,b2647,ypjA,cell outer membrane
14374,b2647,ypjA,membrane
14375,b2647,ypjA,outer membrane
14376,b2910,zapA,division septum assembly
14377,b2910,zapA,septin ring assembly
14378,b2910,zapA,protein binding
14379,b2910,zapA,protein binding
14380,b2910,zapA,protein binding
14381,b2910,zapA,protein binding
14382,b2910,zapA,protein binding
14383,b2910,zapA,protein binding
14384,b2910,zapA,protein binding
14385,b2910,zapA,identical protein binding
14386,b2910,zapA,division septum assembly
14387,b2910,zapA,cell cycle
14388,b2910,zapA,FtsZ-dependent cytokinesis
14389,b2910,zapA,FtsZ-dependent cytokinesis
14390,b2910,zapA,cell division
14391,b2910,zapA,cell division
14392,b2910,zapA,cell division
14393,b2910,zapA,cell division
14394,b2910,zapA,cell septum assembly
14395,b2910,zapA,cytoplasm
14396,b2910,zapA,cytoplasm
14397,b2910,zapA,cytosol
14398,b2910,zapA,plasma membrane
14399,b2910,zapA,cell septum
14400,b2910,zapA,cell division site
14401,b2910,zapA,division septum assembly
14402,b2910,zapA,FtsZ-dependent cytokinesis
14403,b2910,zapA,cell division site
14404,b2910,zapA,cell septum
14405,b2910,zapA,septin ring assembly
14406,b2910,zapA,cytosol
14407,b2644,yfjY,peptidase activity
14408,b2644,yfjY,metallopeptidase activity
14409,b2644,yfjY,hydrolase activity
14410,b2644,yfjY,metal ion binding
14411,b2644,yfjY,proteolysis
14412,b2699,recA,recombinational repair
14413,b2699,recA,DNA recombination
14414,b2699,recA,DNA damage response
14415,b2699,recA,DNA damage response
14416,b2699,recA,SOS response
14417,b2699,recA,SOS response
14418,b2699,recA,response to ionizing radiation
14419,b2699,recA,homologous recombination
14420,b2699,recA,cell motility
14421,b2699,recA,nucleotide binding
14422,b2699,recA,DNA binding
14423,b2699,recA,DNA binding
14424,b2699,recA,damaged DNA binding
14425,b2699,recA,single-stranded DNA binding
14426,b2699,recA,single-stranded DNA binding
14427,b2699,recA,single-stranded DNA binding
14428,b2699,recA,single-stranded DNA binding
14429,b2699,recA,protein binding
14430,b2699,recA,protein binding
14431,b2699,recA,protein binding
14432,b2699,recA,ATP binding
14433,b2699,recA,ATP binding
14434,b2699,recA,ATP binding
14435,b2699,recA,"ATP-dependent activity, acting on DNA"
14436,b2699,recA,"ATP-dependent activity, acting on DNA"
14437,b2699,recA,"ATP-dependent activity, acting on DNA"
14438,b2699,recA,DNA-binding transcription factor binding
14439,b2699,recA,ATP-dependent DNA damage sensor activity
14440,b2699,recA,DNA metabolic process
14441,b2699,recA,DNA repair
14442,b2699,recA,DNA repair
14443,b2699,recA,DNA repair
14444,b2699,recA,DNA recombination
14445,b2699,recA,DNA recombination
14446,b2699,recA,DNA recombination
14447,b2699,recA,DNA damage response
14448,b2699,recA,DNA damage response
14449,b2699,recA,SOS response
14450,b2699,recA,SOS response
14451,b2699,recA,SOS response
14452,b2699,recA,SOS response
14453,b2699,recA,translesion synthesis
14454,b2699,recA,cytoplasm
14455,b2699,recA,cytoplasm
14456,b2699,recA,cytoplasm
14457,b2699,recA,cytoplasm
14458,b2699,recA,DNA polymerase V complex
14459,b3167,rbfA,DNA damage response
14460,b3167,rbfA,response to cold
14461,b3167,rbfA,maturation of SSU-rRNA
14462,b3167,rbfA,maturation of SSU-rRNA
14463,b3167,rbfA,ribosomal small subunit biogenesis
14464,b3167,rbfA,ribosomal small subunit biogenesis
14465,b3167,rbfA,ribosomal small subunit biogenesis
14466,b3167,rbfA,ribosomal small subunit binding
14467,b3167,rbfA,rRNA processing
14468,b3167,rbfA,maturation of SSU-rRNA
14469,b3167,rbfA,ribosome biogenesis
14470,b3167,rbfA,cytoplasm
14471,b3167,rbfA,cytoplasm
14472,b3167,rbfA,cytoplasm
14473,b3167,rbfA,cytosol
14474,b3167,rbfA,cytosol
14475,b3167,rbfA,cytosol
14476,b3167,rbfA,ribosomal small subunit binding
14477,b3167,rbfA,ribosome biogenesis
14478,b3281,aroE,aromatic amino acid family biosynthetic process
14479,b3281,aroE,chorismate biosynthetic process
14480,b3281,aroE,nucleotide binding
14481,b3281,aroE,shikimate 3-dehydrogenase (NADP+) activity
14482,b3281,aroE,shikimate 3-dehydrogenase (NADP+) activity
14483,b3281,aroE,shikimate 3-dehydrogenase (NADP+) activity
14484,b3281,aroE,shikimate 3-dehydrogenase (NADP+) activity
14485,b3281,aroE,shikimate 3-dehydrogenase (NADP+) activity
14486,b3281,aroE,protein binding
14487,b3281,aroE,oxidoreductase activity
14488,b3281,aroE,oxidoreductase activity
14489,b3281,aroE,NADP binding
14490,b3281,aroE,amino acid biosynthetic process
14491,b3281,aroE,aromatic amino acid family biosynthetic process
14492,b3281,aroE,aromatic amino acid family biosynthetic process
14493,b3281,aroE,chorismate biosynthetic process
14494,b3281,aroE,shikimate metabolic process
14495,b3281,aroE,shikimate metabolic process
14496,b3281,aroE,cytosol
14497,b3281,aroE,NADP binding
14498,b3281,aroE,shikimate 3-dehydrogenase (NADP+) activity
14499,b3281,aroE,shikimate metabolic process
14500,b3281,aroE,chorismate biosynthetic process
14501,b3281,aroE,cytosol
14502,b3362,yhfG,protein binding
14503,b3335,gspO,aspartic-type endopeptidase activity
14504,b3335,gspO,aspartic-type endopeptidase activity
14505,b3335,gspO,peptidase activity
14506,b3335,gspO,transferase activity
14507,b3335,gspO,hydrolase activity
14508,b3335,gspO,proteolysis
14509,b3335,gspO,plasma membrane
14510,b3335,gspO,plasma membrane
14511,b3335,gspO,plasma membrane
14512,b3335,gspO,plasma membrane
14513,b3335,gspO,membrane
14514,b3335,gspO,membrane
14515,b3335,gspO,plasma membrane
14516,b3335,gspO,aspartic-type endopeptidase activity
14517,b3335,gspO,signal peptide processing
14530,b2795,ppnN,protein homotetramerization
14531,b2795,ppnN,protein homotetramerization
14532,b2795,ppnN,AMP nucleosidase activity
14533,b2795,ppnN,AMP nucleosidase activity
14534,b2795,ppnN,AMP nucleosidase activity
14535,b2795,ppnN,hydrolase activity
14536,b2795,ppnN,identical protein binding
14537,b2795,ppnN,pyrimidine-5'-nucleotide nucleosidase activity
14538,b2795,ppnN,pyrimidine-5'-nucleotide nucleosidase activity
